sucesso,tempo,comparacoes
-1,0.000002,-1
-1,0.000001,-1
-1,0.000001,0
-1,0.000002,2
-1,0.000001,5
-1,0.000001,9
-1,0.000001,14
-1,0.000001,20
-1,0.000001,27
-1,0.000001,35
-1,0.000001,44
-1,0.000002,54
-1,0.000001,65
-1,0.000001,77
-1,0.000001,90
-1,0.000002,104
-1,0.000001,119
-1,0.000001,135
-1,0.000001,152
-1,0.000002,170
-1,0.000001,189
-1,0.000001,209
-1,0.000001,230
-1,0.000001,252
-1,0.000001,275
-1,0.000001,299
-1,0.000001,324
-1,0.000001,350
-1,0.000002,377
-1,0.000001,405
29,0.000001,464
29,0.000001,523
29,0.000001,582
29,0.000002,641
29,0.000001,700
29,0.000001,759
29,0.000001,818
29,0.000001,877
29,0.000002,936
29,0.000001,995
29,0.000001,1054
29,0.000001,1113
29,0.000001,1172
29,0.000002,1231
29,0.000001,1290
29,0.000001,1349
29,0.000001,1408
29,0.000002,1467
29,0.000001,1526
29,0.000001,1585
29,0.000001,1644
29,0.000002,1703
29,0.000001,1762
29,0.000001,1821
29,0.000001,1880
29,0.000002,1939
29,0.000001,1998
29,0.000001,2057
29,0.000001,2116
29,0.000001,2175
29,0.000002,2234
29,0.000001,2293
29,0.000001,2352
29,0.000001,2411
29,0.000002,2470
29,0.000001,2529
29,0.000001,2588
29,0.000001,2647
29,0.000002,2706
29,0.000001,2765
29,0.000001,2824
29,0.000001,2883
29,0.000001,2942
29,0.000002,3001
29,0.000001,3060
29,0.000001,3119
29,0.000001,3178
29,0.000002,3237
29,0.000001,3296
29,0.000001,3355
29,0.000001,3414
29,0.000002,3473
29,0.000001,3532
29,0.000001,3591
29,0.000001,3650
29,0.000002,3709
29,0.000001,3768
29,0.000001,3827
29,0.000001,3886
29,0.000001,3945
29,0.000002,4004
29,0.000001,4063
29,0.000001,4122
29,0.000001,4181
29,0.000002,4240
29,0.000001,4299
29,0.000001,4358
29,0.000001,4417
29,0.000002,4476
29,0.000001,4535
29,0.000001,4594
29,0.000001,4653
29,0.000001,4712
29,0.000002,4771
29,0.000001,4830
29,0.000001,4889
29,0.000001,4948
29,0.000002,5007
29,0.000001,5066
29,0.000001,5125
29,0.000001,5184
29,0.000002,5243
29,0.000001,5302
29,0.000001,5361
29,0.000001,5420
29,0.000001,5479
29,0.000002,5538
29,0.000001,5597
29,0.000001,5656
29,0.000001,5715
29,0.000002,5774
29,0.000001,5833
29,0.000001,5892
29,0.000001,5951
29,0.000002,6010
29,0.000001,6069
29,0.000001,6128
29,0.000001,6187
29,0.000002,6246
29,0.000001,6305
29,0.000001,6364
29,0.000001,6423
29,0.000001,6482
29,0.000001,6541
29,0.000001,6600
29,0.000001,6659
29,0.000001,6718
29,0.000002,6777
29,0.000001,6836
29,0.000001,6895
29,0.000001,6954
29,0.000002,7013
29,0.000001,7072
29,0.000001,7131
29,0.000001,7190
29,0.000002,7249
29,0.000001,7308
29,0.000001,7367
29,0.000001,7426
29,0.000002,7485
29,0.000001,7544
29,0.000001,7603
29,0.000001,7662
29,0.000001,7721
29,0.000002,7780
29,0.000001,7839
29,0.000001,7898
29,0.000001,7957
29,0.000002,8016
29,0.000001,8075
29,0.000001,8134
29,0.000001,8193
29,0.000002,8252
29,0.000001,8311
29,0.000001,8370
29,0.000001,8429
29,0.000002,8488
29,0.000001,8547
29,0.000001,8606
29,0.000001,8665
29,0.000001,8724
29,0.000002,8783
29,0.000001,8842
29,0.000001,8901
29,0.000001,8960
29,0.000002,9019
29,0.000001,9078
29,0.000001,9137
29,0.000001,9196
29,0.000002,9255
29,0.000001,9314
29,0.000001,9373
29,0.000001,9432
29,0.000001,9491
29,0.000002,9550
29,0.000001,9609
29,0.000001,9668
29,0.000001,9727
29,0.000002,9786
29,0.000001,9845
29,0.000001,9904
29,0.000001,9963
29,0.000002,10022
29,0.000001,10081
29,0.000001,10140
29,0.000001,10199
29,0.000001,10258
29,0.000001,10317
29,0.000001,10376
29,0.000001,10435
29,0.000001,10494
29,0.000002,10553
29,0.000001,10612
29,0.000001,10671
29,0.000001,10730
29,0.000002,10789
29,0.000001,10848
29,0.000001,10907
29,0.000001,10966
29,0.000001,11025
29,0.000002,11084
29,0.000001,11143
29,0.000001,11202
29,0.000001,11261
29,0.000002,11320
29,0.000001,11379
29,0.000001,11438
29,0.000001,11497
29,0.000002,11556
29,0.000001,11615
29,0.000001,11674
29,0.000001,11733
29,0.000002,11792
29,0.000001,11851
29,0.000001,11910
29,0.000001,11969
29,0.000001,12028
29,0.000001,12087
29,0.000001,12146
29,0.000001,12205
29,0.000001,12264
29,0.000002,12323
29,0.000001,12382
29,0.000001,12441
29,0.000001,12500
29,0.000002,12559
29,0.000001,12618
29,0.000001,12677
29,0.000001,12736
29,0.000002,12795
29,0.000001,12854
29,0.000001,12913
29,0.000001,12972
29,0.000001,13031
29,0.000001,13090
29,0.000002,13149
29,0.000001,13208
29,0.000001,13267
29,0.000001,13326
29,0.000002,13385
29,0.000001,13444
29,0.000001,13503
29,0.000001,13562
29,0.000001,13621
29,0.000001,13680
29,0.000001,13739
29,0.000001,13798
29,0.000001,13857
29,0.000002,13916
29,0.000001,13975
29,0.000001,14034
29,0.000001,14093
29,0.000002,14152
29,0.000001,14211
29,0.000001,14270
29,0.000001,14329
29,0.000002,14388
29,0.000001,14447
29,0.000001,14506
29,0.000001,14565
29,0.000001,14624
29,0.000002,14683
29,0.000001,14742
29,0.000001,14801
29,0.000001,14860
29,0.000002,14919
29,0.000001,14978
29,0.000001,15037
29,0.000001,15096
29,0.000002,15155
29,0.000001,15214
29,0.000001,15273
29,0.000001,15332
29,0.000002,15391
29,0.000001,15450
29,0.000001,15509
29,0.000001,15568
29,0.000001,15627
29,0.000002,15686
29,0.000001,15745
29,0.000001,15804
29,0.000001,15863
29,0.000002,15922
29,0.000001,15981
29,0.000001,16040
29,0.000001,16099
29,0.000002,16158
29,0.000001,16217
29,0.000001,16276
29,0.000001,16335
29,0.000002,16394
29,0.000001,16453
29,0.000001,16512
29,0.000001,16571
29,0.000001,16630
29,0.000002,16689
29,0.000001,16748
29,0.000001,16807
29,0.000001,16866
29,0.000002,16925
29,0.000001,16984
29,0.000001,17043
29,0.000001,17102
29,0.000002,17161
29,0.000001,17220
29,0.000001,17279
29,0.000001,17338
29,0.000002,17397
29,0.000001,17456
29,0.000001,17515
29,0.000001,17574
29,0.000002,17633
29,0.000001,17692
29,0.000001,17751
29,0.000001,17810
29,0.000001,17869
29,0.000002,17928
29,0.000001,17987
29,0.000001,18046
29,0.000001,18105
29,0.000002,18164
29,0.000001,18223
29,0.000001,18282
29,0.000001,18341
29,0.000002,18400
29,0.000001,18459
29,0.000001,18518
29,0.000001,18577
29,0.000002,18636
29,0.000001,18695
29,0.000001,18754
29,0.000001,18813
29,0.000001,18872
29,0.000001,18931
29,0.000001,18990
29,0.000001,19049
29,0.000001,19108
29,0.000001,19167
29,0.000001,19226
29,0.000001,19285
29,0.000001,19344
29,0.000002,19403
29,0.000001,19462
29,0.000001,19521
29,0.000001,19580
29,0.000002,19639
29,0.000001,19698
29,0.000001,19757
29,0.000001,19816
29,0.000002,19875
29,0.000001,19934
29,0.000001,19993
29,0.000001,20052
29,0.000001,20111
29,0.000001,20170
29,0.000001,20229
29,0.000001,20288
29,0.000001,20347
29,0.000002,20406
29,0.000001,20465
29,0.000001,20524
29,0.000001,20583
29,0.000002,20642
29,0.000001,20701
29,0.000001,20760
29,0.000001,20819
29,0.000002,20878
29,0.000001,20937
29,0.000001,20996
29,0.000001,21055
29,0.000002,21114
29,0.000001,21173
29,0.000001,21232
29,0.000001,21291
29,0.000001,21350
29,0.000002,21409
29,0.000001,21468
29,0.000001,21527
29,0.000001,21586
29,0.000002,21645
29,0.000001,21704
29,0.000001,21763
29,0.000001,21822
29,0.000002,21881
29,0.000001,21940
29,0.000001,21999
29,0.000001,22058
29,0.000002,22117
29,0.000001,22176
29,0.000001,22235
29,0.000001,22294
29,0.000001,22353
29,0.000001,22412
29,0.000001,22471
29,0.000001,22530
29,0.000001,22589
29,0.000002,22648
29,0.000001,22707
29,0.000001,22766
29,0.000001,22825
29,0.000002,22884
29,0.000001,22943
29,0.000001,23002
29,0.000001,23061
29,0.000002,23120
29,0.000001,23179
29,0.000001,23238
29,0.000001,23297
29,0.000001,23356
29,0.000001,23415
29,0.000001,23474
29,0.000001,23533
29,0.000001,23592
29,0.000002,23651
29,0.000001,23710
29,0.000001,23769
29,0.000001,23828
29,0.000002,23887
29,0.000001,23946
29,0.000001,24005
29,0.000001,24064
29,0.000002,24123
29,0.000001,24182
29,0.000001,24241
29,0.000001,24300
29,0.000002,24359
29,0.000001,24418
29,0.000001,24477
29,0.000001,24536
29,0.000001,24595
29,0.000002,24654
29,0.000001,24713
29,0.000001,24772
29,0.000001,24831
29,0.000002,24890
29,0.000001,24949
29,0.000001,25008
29,0.000001,25067
29,0.000002,25126
29,0.000001,25185
29,0.000001,25244
29,0.000001,25303
29,0.000002,25362
29,0.000001,25421
29,0.000001,25480
29,0.000001,25539
29,0.000001,25598
29,0.000002,25657
29,0.000001,25716
29,0.000001,25775
29,0.000001,25834
29,0.000002,25893
29,0.000001,25952
29,0.000001,26011
29,0.000001,26070
29,0.000002,26129
29,0.000001,26188
29,0.000001,26247
29,0.000002,26306
29,0.000002,26365
29,0.000001,26424
29,0.000001,26483
29,0.000001,26542
29,0.000001,26601
29,0.000001,26660
29,0.000001,26719
29,0.000001,26778
29,0.000001,26837
29,0.000002,26896
29,0.000001,26955
29,0.000001,27014
29,0.000001,27073
29,0.000002,27132
29,0.000001,27191
29,0.000001,27250
29,0.000001,27309
29,0.000002,27368
29,0.000001,27427
29,0.000001,27486
29,0.000001,27545
29,0.000001,27604
29,0.000001,27663
29,0.000001,27722
29,0.000001,27781
29,0.000001,27840
29,0.000002,27899
29,0.000001,27958
29,0.000001,28017
29,0.000001,28076
29,0.000002,28135
29,0.000001,28194
29,0.000001,28253
29,0.000001,28312
29,0.000002,28371
29,0.000001,28430
29,0.000001,28489
29,0.000001,28548
29,0.000001,28607
29,0.000002,28666
29,0.000001,28725
29,0.000001,28784
29,0.000001,28843
29,0.000002,28902
29,0.000001,28961
29,0.000001,29020
29,0.000001,29079
29,0.000002,29138
29,0.000001,29197
29,0.000001,29256
29,0.000001,29315
29,0.000001,29374
29,0.000002,29433
29,0.000001,29492
29,0.000001,29551
29,0.000001,29610
29,0.000002,29669
29,0.000001,29728
29,0.000001,29787
29,0.000001,29846
29,0.000002,29905
29,0.000001,29964
29,0.000001,30023
29,0.000001,30082
29,0.000002,30141
29,0.000001,30200
29,0.000001,30259
29,0.000001,30318
29,0.000001,30377
29,0.000002,30436
29,0.000001,30495
29,0.000001,30554
29,0.000001,30613
29,0.000002,30672
29,0.000001,30731
29,0.000001,30790
29,0.000001,30849
29,0.000002,30908
29,0.000001,30967
29,0.000001,31026
29,0.000001,31085
29,0.000001,31144
29,0.000001,31203
29,0.000001,31262
29,0.000001,31321
29,0.000001,31380
29,0.000002,31439
29,0.000001,31498
29,0.000001,31557
29,0.000001,31616
29,0.000002,31675
29,0.000001,31734
29,0.000001,31793
29,0.000001,31852
29,0.000001,31911
29,0.000002,31970
29,0.000001,32029
29,0.000001,32088
29,0.000001,32147
29,0.000002,32206
29,0.000001,32265
29,0.000001,32324
29,0.000001,32383
29,0.000002,32442
29,0.000001,32501
29,0.000001,32560
29,0.000001,32619
29,0.000001,32678
29,0.000002,32737
29,0.000001,32796
29,0.000001,32855
29,0.000001,32914
29,0.000002,32973
29,0.000001,33032
29,0.000001,33091
29,0.000001,33150
29,0.000002,33209
29,0.000001,33268
29,0.000001,33327
29,0.000001,33386
29,0.000001,33445
29,0.000001,33504
29,0.000001,33563
29,0.000001,33622
29,0.000001,33681
29,0.000002,33740
29,0.000001,33799
29,0.000001,33858
29,0.000001,33917
29,0.000002,33976
29,0.000001,34035
29,0.000001,34094
29,0.000001,34153
29,0.000001,34212
29,0.000002,34271
29,0.000001,34330
29,0.000001,34389
29,0.000001,34448
29,0.000002,34507
29,0.000001,34566
29,0.000001,34625
29,0.000001,34684
29,0.000002,34743
29,0.000001,34802
29,0.000001,34861
29,0.000001,34920
29,0.000002,34979
29,0.000001,35038
29,0.000001,35097
29,0.000001,35156
29,0.000001,35215
29,0.000001,35274
29,0.000001,35333
29,0.000001,35392
29,0.000001,35451
29,0.000002,35510
29,0.000001,35569
29,0.000001,35628
29,0.000001,35687
29,0.000002,35746
29,0.000001,35805
29,0.000001,35864
29,0.000001,35923
29,0.000002,35982
29,0.000001,36041
29,0.000001,36100
29,0.000001,36159
29,0.000002,36218
29,0.000001,36277
29,0.000001,36336
29,0.000001,36395
29,0.000001,36454
29,0.000002,36513
29,0.000001,36572
29,0.000001,36631
29,0.000001,36690
29,0.000002,36749
29,0.000001,36808
29,0.000001,36867
29,0.000001,36926
29,0.000002,36985
29,0.000001,37044
29,0.000001,37103
29,0.000001,37162
29,0.000001,37221
29,0.000002,37280
29,0.000001,37339
29,0.000001,37398
29,0.000001,37457
29,0.000002,37516
29,0.000001,37575
29,0.000001,37634
29,0.000001,37693
29,0.000002,37752
29,0.000001,37811
29,0.000001,37870
29,0.000001,37929
29,0.000001,37988
29,0.000001,38047
29,0.000001,38106
29,0.000001,38165
29,0.000001,38224
29,0.000002,38283
29,0.000001,38342
29,0.000001,38401
29,0.000001,38460
29,0.000002,38519
29,0.000001,38578
29,0.000001,38637
29,0.000001,38696
29,0.000002,38755
29,0.000001,38814
29,0.000001,38873
29,0.000001,38932
29,0.000001,38991
29,0.000002,39050
29,0.000001,39109
29,0.000001,39168
29,0.000001,39227
29,0.000002,39286
29,0.000001,39345
29,0.000001,39404
29,0.000001,39463
29,0.000001,39522
29,0.000001,39581
29,0.000001,39640
29,0.000001,39699
29,0.000001,39758
29,0.000002,39817
29,0.000002,39876
29,0.000001,39935
29,0.000001,39994
29,0.000001,40053
29,0.000002,40112
29,0.000001,40171
29,0.000001,40230
29,0.000001,40289
29,0.000001,40348
29,0.000002,40407
29,0.000001,40466
29,0.000001,40525
29,0.000001,40584
29,0.000002,40643
29,0.000001,40702
29,0.000001,40761
29,0.000001,40820
29,0.000001,40879
29,0.000002,40938
29,0.000001,40997
29,0.000001,41056
29,0.000001,41115
29,0.000002,41174
29,0.000001,41233
29,0.000001,41292
29,0.000001,41351
29,0.000002,41410
29,0.000001,41469
29,0.000001,41528
29,0.000001,41587
29,0.000001,41646
29,0.000002,41705
29,0.000001,41764
29,0.000001,41823
29,0.000001,41882
29,0.000002,41941
29,0.000001,42000
29,0.000001,42059
29,0.000001,42118
29,0.000001,42177
29,0.000002,42236
29,0.000001,42295
29,0.000001,42354
29,0.000001,42413
29,0.000002,42472
29,0.000001,42531
29,0.000001,42590
29,0.000001,42649
29,0.000001,42708
29,0.000001,42767
29,0.000001,42826
29,0.000001,42885
29,0.000001,42944
29,0.000002,43003
29,0.000001,43062
29,0.000001,43121
29,0.000001,43180
29,0.000002,43239
29,0.000001,43298
29,0.000001,43357
29,0.000001,43416
29,0.000001,43475
29,0.000002,43534
29,0.000001,43593
29,0.000001,43652
29,0.000001,43711
29,0.000002,43770
29,0.000001,43829
29,0.000001,43888
29,0.000001,43947
29,0.000001,44006
29,0.000002,44065
29,0.000001,44124
29,0.000001,44183
29,0.000001,44242
29,0.000002,44301
29,0.000001,44360
29,0.000001,44419
29,0.000001,44478
29,0.000001,44537
29,0.000002,44596
29,0.000001,44655
29,0.000001,44714
29,0.000001,44773
29,0.000002,44832
29,0.000001,44891
29,0.000001,44950
29,0.000001,45009
29,0.000001,45068
29,0.000002,45127
29,0.000001,45186
29,0.000001,45245
29,0.000001,45304
29,0.000002,45363
29,0.000001,45422
29,0.000001,45481
29,0.000001,45540
29,0.000002,45599
29,0.000001,45658
29,0.000001,45717
29,0.000001,45776
29,0.000001,45835
29,0.000002,45894
29,0.000001,45953
29,0.000001,46012
29,0.000001,46071
29,0.000002,46130
29,0.000001,46189
29,0.000001,46248
29,0.000001,46307
29,0.000001,46366
29,0.000001,46425
29,0.000001,46484
29,0.000001,46543
29,0.000001,46602
29,0.000002,46661
29,0.000001,46720
29,0.000001,46779
29,0.000001,46838
29,0.000002,46897
29,0.000001,46956
29,0.000001,47015
29,0.000001,47074
29,0.000001,47133
29,0.000002,47192
29,0.000001,47251
29,0.000001,47310
29,0.000001,47369
29,0.000002,47428
29,0.000001,47487
29,0.000001,47546
29,0.000001,47605
29,0.000001,47664
29,0.000002,47723
29,0.000001,47782
29,0.000001,47841
29,0.000001,47900
29,0.000002,47959
29,0.000001,48018
29,0.000001,48077
29,0.000001,48136
29,0.000002,48195
29,0.000001,48254
29,0.000001,48313
29,0.000001,48372
29,0.000001,48431
29,0.000002,48490
29,0.000001,48549
29,0.000001,48608
29,0.000001,48667
29,0.000002,48726
29,0.000001,48785
29,0.000001,48844
29,0.000001,48903
29,0.000001,48962
29,0.000002,49021
29,0.000001,49080
29,0.000001,49139
29,0.000001,49198
29,0.000002,49257
29,0.000001,49316
29,0.000001,49375
29,0.000001,49434
29,0.000001,49493
29,0.000001,49552
29,0.000001,49611
29,0.000001,49670
29,0.000001,49729
29,0.000002,49788
29,0.000001,49847
29,0.000001,49906
29,0.000001,49965
29,0.000001,50024
29,0.000001,50083
29,0.000001,50142
29,0.000001,50201
29,0.000001,50260
29,0.000002,50319
29,0.000001,50378
29,0.000001,50437
29,0.000001,50496
29,0.000001,50555
29,0.000001,50614
29,0.000001,50673
29,0.000001,50732
29,0.000001,50791
29,0.000002,50850
29,0.000001,50909
29,0.000001,50968
29,0.000001,51027
29,0.000001,51086
29,0.000001,51145
29,0.000001,51204
29,0.000001,51263
29,0.000001,51322
29,0.000002,51381
29,0.000001,51440
29,0.000001,51499
29,0.000001,51558
29,0.000002,51617
29,0.000001,51676
29,0.000001,51735
29,0.000001,51794
29,0.000001,51853
29,0.000002,51912
29,0.000001,51971
29,0.000001,52030
29,0.000001,52089
29,0.000002,52148
29,0.000001,52207
29,0.000001,52266
29,0.000001,52325
29,0.000001,52384
29,0.000001,52443
29,0.000001,52502
29,0.000001,52561
29,0.000001,52620
29,0.000002,52679
29,0.000001,52738
29,0.000001,52797
29,0.000001,52856
29,0.000002,52915
29,0.000001,52974
29,0.000001,53033
29,0.000001,53092
29,0.000001,53151
29,0.000001,53210
29,0.000001,53269
29,0.000002,53328
29,0.000001,53387
29,0.000001,53446
29,0.000001,53505
29,0.000001,53564
29,0.000002,53623
29,0.000001,53682
29,0.000001,53741
29,0.000001,53800
29,0.000002,53859
29,0.000001,53918
29,0.000001,53977
29,0.000001,54036
29,0.000002,54095
29,0.000001,54154
29,0.000001,54213
29,0.000001,54272
29,0.000001,54331
29,0.000002,54390
29,0.000001,54449
29,0.000001,54508
29,0.000001,54567
29,0.000002,54626
29,0.000001,54685
29,0.000001,54744
29,0.000001,54803
29,0.000002,54862
29,0.000001,54921
29,0.000001,54980
29,0.000001,55039
29,0.000001,55098
29,0.000001,55157
29,0.000001,55216
29,0.000001,55275
29,0.000001,55334
29,0.000002,55393
29,0.000001,55452
29,0.000001,55511
29,0.000001,55570
29,0.000002,55629
29,0.000001,55688
29,0.000001,55747
29,0.000001,55806
29,0.000001,55865
29,0.000001,55924
29,0.000001,55983
29,0.000001,56042
29,0.000001,56101
29,0.000002,56160
29,0.000001,56219
29,0.000001,56278
29,0.000001,56337
29,0.000002,56396
29,0.000001,56455
29,0.000001,56514
29,0.000001,56573
29,0.000002,56632
29,0.000001,56691
29,0.000001,56750
29,0.000002,56809
29,0.000001,56868
29,0.000001,56927
29,0.000001,56986
29,0.000002,57045
29,0.000001,57104
29,0.000001,57163
29,0.000001,57222
29,0.000001,57281
29,0.000001,57340
29,0.000001,57399
29,0.000001,57458
29,0.000001,57517
29,0.000002,57576
29,0.000001,57635
29,0.000001,57694
29,0.000001,57753
29,0.000002,57812
29,0.000001,57871
29,0.000001,57930
29,0.000001,57989
29,0.000002,58048
29,0.000001,58107
29,0.000001,58166
29,0.000001,58225
29,0.000001,58284
29,0.000001,58343
29,0.000001,58402
29,0.000001,58461
29,0.000001,58520
29,0.000002,58579
29,0.000001,58638
29,0.000001,58697
29,0.000001,58756
29,0.000002,58815
29,0.000001,58874
29,0.000001,58933
29,0.000001,58992
29,0.000002,59051
29,0.000001,59110
29,0.000001,59169
29,0.000001,59228
29,0.000001,59287
29,0.000002,59346
29,0.000001,59405
29,0.000001,59464
29,0.000001,59523
29,0.000002,59582
29,0.000001,59641
29,0.000001,59700
29,0.000001,59759
29,0.000002,59818
29,0.000001,59877
29,0.000001,59936
29,0.000001,59995
29,0.000001,60054
29,0.000001,60113
29,0.000001,60172
29,0.000001,60231
29,0.000001,60290
29,0.000002,60349
29,0.000001,60408
29,0.000001,60467
29,0.000001,60526
29,0.000002,60585
29,0.000001,60644
29,0.000001,60703
29,0.000001,60762
29,0.000002,60821
29,0.000001,60880
29,0.000001,60939
29,0.000001,60998
29,0.000001,61057
